id_laporan,teks_laporan,label_prioritas,sumber_data
ID-0112,"Minta tolong petugas terkait, hak pejalan kaki di trotoar Jalan Kaliurang dirampas gara-gara beralih fungsi jadi deretan kantong sampah hitam jumbo. Baunya pesing banget, mahasiswa yang jalan kaki sampai harus minggir ke lajur aspal. Angkut segera min!",Tinggi,llm_generated
ID-0113,"Gawat min! Di tumpukan sampah liar deket pos kamling RT 03 ada oknum ngga punya otak sengaja buang bangkai anjing. Mayat hewannya udah membengkak dikerubungi lalat. Bau busuknya menyengat radius ratusan meter, tolong dievakuasi segera!",Tinggi,llm_generated
ID-0114,"Lapor polsek dan DLH, warga Terban udah di ambang batas kesabaran. Asap tebal hitam dari oknum pembakar sampah tumpukan di bantaran Kali Code benar-benar meracuni udara warga. Balita pada batuk dan lansia sesak napas. Grebek sekarang juga pelakunya!",Tinggi,llm_generated
ID-0115,Tolong manajemen operasional truk sampah dievaluasi. TPS komunal Wirobrajan kondisinya sudah sangat overkapasitas dan meluber parah. Sejak Rabu kemarin armada sama sekali tidak muncul. Lalat dan baunya makin menggila menyiksa warga sekitar.,Tinggi,llm_generated
ID-0116,Lapor darurat DLHK! Ada pembuangan limbah sisa potongan daging busuk secara sembarangan di kebun belakang Pasar Giwangan. Belatungnya merayap ngeri banget ke pemukiman. Tolong diturunkan petugas khusus buat ngebersihin tuntas hari ini juga.,Tinggi,llm_generated
ID-0117,"Halo min, kami penghuni asrama minta bantuan mendesak. TPS komunal kami diacak-acak oleh pemulung liar yang nyari botol plastik. Sampah busuknya berserakan terbang ke tengah jalan raya aspal. Tolong petugas kebersihan datang menyapu area tersebut.",Tinggi,llm_generated
ID-0118,"Tolong kirimkan truk dam ekstra ke kawasan Alun-Alun Utara segera. Tumpukan sampah basah bekas event konser semalam mulai membusuk tersengat terik matahari pagi. Baunya sungguh merusak citra kawasan keraton, tolong disapu bersih tak bersisa.",Tinggi,llm_generated
ID-0119,"Halo min, ini armada truk pengambil sampah untuk jadwal wilayah RT 05 kok udah telat masuk dua harian ya? Kantong-kantong kresek warga udah mulai berjejer numpuk di depan pagar. Tolong konfirmasinya biar warga tau jadwal pasti diangkutnya kapan.",Sedang,llm_generated
ID-0120,"Permisi admin DLH, saya perwakilan anak kos di daerah Babarsari mau komplain halus. Kenapa jadwal petugas pengangkut sampah untuk gang kosan kami minggu ini bisa terlewat penuh ya? Kalau kelamaan ditahan, takutnya sisa lauk pauk ini jadi bau nyengat.",Sedang,llm_generated
ID-0121,"Minta tolong admin desa, itu fasilitas bak penampung sampah komunal yang lokasinya di depan gedung kelurahan sudah terlihat penuh sesak. Mending besok pagi armadanya dipanggil buat ngosongin, sebelum isinya pada jatuh berserakan ke parit.",Sedang,llm_generated
ID-0122,"Siang dinas pertamanan, tumpukan sampah dedaunan kering yang bercampur ranting patah dan bungkus makanan di taman balai kota agak ngerusak pemandangan pengunjung nih. Minta tolong jadwal sapu tamannya diarahkan ekstra ke titik tersebut ya.",Sedang,llm_generated
ID-0123,"Halo kebersihan, tumpukan kresek sampah di pojokan gang kami semalaman diacak-acak gerombolan kucing liar peliharaan warga yang lepas. Isinya tumpah berhamburan dan bikin kotor jalan paving. Tolong petugas sekalian bawa sapu lidi buat bersihin sisanya ya.",Sedang,llm_generated
ID-0124,"Lapor pak, ada beberapa karung berisi sampah sisa bongkaran keramik yang ditaruh memakan bahu jalan raya Pramuka. Meskipun ngga berbau busuk, tapi cukup mengganggu laju sepeda dan bikin pemandangan kotor. Mohon ada teguran untuk pemilik proyeknya.",Sedang,llm_generated
ID-0125,"Permisi mau ngasih masukan buat petugas gerobak motor sampah kampung. Kalau bawa muatan tolong diikat atau ditutup terpal rapet ya atasnya. Tadi pagi air lindi sampahnya netes berceceran membasahi aspal gang kami, jadinya bau amis nempel terus.",Sedang,llm_generated
ID-0126,"Halo admin DLH, sekadar memastikan jadwal masuknya truk pengangkut. Biasanya area Tamanan ditarik hari ini, tapi kok sampai jam segini belum ada suara klakson truknya ya? Warga takut tumpukan sampah di tong depan rumah mulai mengundang lalat kalau telat.",Sedang,llm_generated
ID-0127,"Lapor dinas perhubungan, dua unit tong sampah organik anorganik yang ada di dalam fasilitas Halte Trans Jogja Sudirman kondisinya sudah tumpah ruah. Mohon segera diangkut plastiknya agar calon penumpang bus tetap nyaman dan bersih nunggunya.",Sedang,llm_generated
ID-0128,"Halo DLH, seiring bertambahnya penghuni baru di perumahan kami, sepertinya volume limbah plastiknya juga naik pesat tiap minggu. Apakah memungkinkan jika warga mengajukan permohonan agar jadwal penarikan armada sampahnya ditambah jadi dua kali seminggu?",Sedang,llm_generated
ID-0129,"Halo dinas pariwisata, lapor dong. Tolong itu di trotoar sepanjang Jalan Malioboro ada tumpukan kardus basah sisa lapak pameran kemarin belum diangkut. Dilihatnya kumuh banget merusak pemandangan, padahal ini jalur utama turis pejalan kaki.",Sedang,llm_generated
ID-0130,"Permisi min, mau ngasih info. Tumpukan sampah plastik kresek di lahan kosong pinggir jalan raya daerah Maguwoharjo kayaknya mulai membesar tiap harinya. Mending segera diangkut aja sama petugas sebelum orang lewat pada latah ikutan buang kesitu.",Sedang,llm_generated
ID-0131,"Halo admin DLH, minta tolong pesen ke bapak petugas gerobak yang suka keliling ya. Besok pas ambil jatah sampah, tolong sekalian dibersihkan sisa kotoran cair atau plastik kecil yang jatuh di aspal depan depo biar ga kelihatan jorok jalannya.",Sedang,llm_generated
ID-0132,"Lapor kelurahan, ini tumpukan sampah kertas koran sama sisa kardus nasi kotak di Lapangan Denggung habis acara senam pagi lansia kemarin kok masih ngegeletak ya? Panitianya sepertinya lupa bersihin, tolong diarahkan ke petugas kebersihan taman saja.",Sedang,llm_generated
ID-0133,"Min, saya perwakilan mahasiswa kos di gang area Sorowajan. Mau lapor kalau karung berisi botol plastik bekas air mineral di pojokan gang kami mulai menumpuk dan lumayan makan tempat. Tolong dijadwalkan buat diangkut armadanya besok siang ya.",Sedang,llm_generated
ID-0134,"Tolong bantuannya min buat ngasih sosialisasi ke warga perumahan sini. Masih banyak yang naruh sampah plastik ke tong depan rumah tanpa diikat kencang. Jadinya pas diangkat petugas ke bak truk, isinya pada tumpah berhamburan kena angin.",Sedang,llm_generated
ID-0135,"Lapor pihak PT KAI atau kebersihan kota. Itu di area parkiran luar Stasiun Lempuyangan, tepatnya dekat pintu keluar, mulai berserakan sampah botol minum dan tisu sisa penumpang. Tolong segera dikerahkan petugas sapunya biar area stasiun tetap bersih.",Sedang,llm_generated
ID-0136,"Halo admin, sekadar memberikan laporan harian kondisi lapangan. Kapasitas tempat penampungan sampah sementara di balai desa kami per sore ini sudah menyentuh angka delapan puluh persen. Besok pagi tolong armadanya di-stand-by-kan buat ngosongin ya.",Sedang,llm_generated
ID-0137,"Permisi kelurahan, tolong bantuannya. Ada sisa patahan dahan pohon lumayan besar nyangkut di kolong jembatan kecil kampung kita. Celakanya, sekarang patahan itu ketambahan nyangkutin sampah-sampah plastik popok yang kebawa arus air parit.",Sedang,llm_generated
ID-0138,"Siang DLH, saya perwakilan karyawan ruko di kawasan Tugu mau komplain jadwal. Kenapa jam operasional truk pengangkut sampah ruko sekarang digeser jadi jam sibuk siang hari ya? Sangat mengganggu lahan parkir buat tamu dan bikin macet jalanan depan.",Sedang,llm_generated
ID-0139,"Halo min, nanya info operasional bentar dong. Kalau besok kebetulan jatuhnya di hari libur nasional atau tanggal merah, apakah petugas sampah roda tiga di wilayah Jalan Palagan Tentara Pelajar tetap narik keliling kampung seperti biasa atau libur juga sehari? Tolong kabari biar warga ga kecele.",Rendah,llm_generated
ID-0140,"Permisi admin kebersihan, saya mahasiswa rantau yang mau pindahan kos. Kalau semisal mau buang kasur busa ukuran single yang udah sobek dan rusak parah itu prosedurnya lapor ke mana ya supaya aman? Soalnya ngga mungkin saya geletakin di tong sampah biasa tanpa tanya aturannya dulu.",Rendah,llm_generated
ID-0141,"Lapor admin kelurahan, warga RW 03 Prenggan Kotagede mau nanya jadwal operasional armada nih. Berhubung ini mau weekend, kira-kira mas petugas gerobak dorongnya bakal tetep lewat keliling ngambil limbah warga ngga ya pak? Biar kami ngga sia-sia nungguin dan naruh keranjang di luar pagar seharian.",Rendah,llm_generated
ID-0142,"Halo pak RT atau admin desa, mau nanya prosedur operasional armada pengangkut buat area dekat pertigaan Jalan Kledokan. Kalau semisal mau buang sisa ranting pohon pekarangan yang sudah diikat, itu bisa dititipin ke bapak petugas gerobak pas jadwal rutin keliling ngga ya biar rapi?",Rendah,llm_generated
ID-0143,"Permisi admin kelurahan, kalau warga RT 06 Ngestiharjo Kasihan mau buang karpet usang yang ukurannya lumayan lebar itu prosedurnya gimana ya pak? Apa bisa minta tolong mas petugas buat narik sekalian pas jadwal keliling besok atau harus dibawa sendiri pakai pickup ke depo terdekat?",Rendah,llm_generated
ID-0144,"Halo admin desa, mau tanya jadwal operasional truk pengangkut sampah di sekitaran tikungan Gang Kenanga Baciro. Biasanya armada itu standby keliling area sini setiap hari apa aja ya pak? Biar warga sekitar sini bisa menyesuaikan jadwal saat mau ngeluarin plastik sisa di pekarangan rumah.",Rendah,llm_generated
ID-0145,"Permisi min DLHK, mau menanyakan prosedur layanan penarikan sampah rumah tangga. Kalau warga pendatang baru di sekitar wilayah perumahan sini mau gabung langganan iuran bulanan biar kresek sisa dapurnya rutin diambil mas petugas itu syarat dan biayanya berapa ya pak? Biar kami bisa patungan bayar.",Rendah,llm_generated
ID-0146,"Halo min, saya warga pendatang baru di Jogja. Mau nanya dong, kalau untuk rutinitas truk sampah besar masuk ke perumahan wilayah Jalan Magelang itu biasanya ada di rentang jam berapa ya tiap harinya? Biar warga baru bisa bersiap mengeluarkan sampah plastik sisa dapur.",Rendah,llm_generated
ID-0147,"Lapor admin kebersihan kota, saya mau nanya soal operasional harian. Kalau armada truk yang jalur pengambilannya melewati area taman bermain Jalan Wonosari KM 3 itu biasanya standby jam berapa ya? Biar kami yang kerja shift pagi bisa menitipkan kresek di depan tanpa kelewatan.",Rendah,llm_generated
ID-0148,Selamat siang admin kelurahan. Kalau pengurus RT 08 RW 04 Pendowoharjo berencana mau ikut prosedur langganan layanan pengambilan rutin dari desa itu alur birokrasinya harus diajukan ke dinas mana ya? Atau bisa langsung koordinasi dengan mas petugas gerobak yang keliling di rute sini?,Rendah,llm_generated
ID-0149,"Halo petugas jalanan DLH, buat bapak pengangkut yang bertugas di sepanjang Jalan Parangtritis KM 2, besok itu rutinitas jadwal ambil sampahnya pagi atau sore hari ya? Biar saya gampang menyesuaikan waktu buat menaruh satu kantong kresek dari garasi ke area pinggir jalan.",Rendah,llm_generated
ID-0150,"Permisi min DLH, mau menanyakan prosedur pembuangan barang berukuran cukup besar. Kalau di rumah area Jalan Bugisan ada sisa meja rusak, apakah boleh ditaruh begitu saja di pinggir jalan pas jadwal pengangkutan rutin atau perlu menghubungi armada khusus terlebih dahulu supaya diangkut?",Rendah,llm_generated
ID-0151,"Halo admin pengelola sampah desa, saya penghuni kontrakan baru di sini. Ingin bertanya untuk kepastian kas RT, apakah iuran retribusi persampahan bulanan untuk tahun depan ada wacana kenaikan tarif atau masih pakai nominal harga yang seperti biasa ya pak untuk rutinitas tarikan gerobaknya?",Rendah,llm_generated
ID-0152,"Lapor pak dukuh, mumpung besok saya libur kerja, mau menanyakan jadwal mas gerobak roda tiga di wilayah Jalan Tegalgendu No. 12 Kotagede itu kelilingnya jam berapa ya pastinya? Saya mau menyiapkan kresek sisa bersih bersih luwih awal biar tidak telat ditarik mas petugas.",Rendah,llm_generated
ID-0153,"Permisi kelurahan, saya rencananya mau mengadakan acara pengajian warga di RT 03 RW 06 Karangwuni akhir minggu depan. Karena bakal ada tambahan sampah sisa konsumsi, apakah kami bisa koordinasi buat jadwal pengangkutan ekstra dari mas gerobak pas acara selesai biar ngga numpuk semalaman?",Rendah,llm_generated
ID-0154,"Halo admin persampahan, saya mau tanya soal rutinitas operasional armada di kawasan RT 07 Mancasan Mlati. Kalau saya mau nitip buang satu kresek kecil sisa daun kering di depan pagar besok, kira-kira mas petugasnya biasa lewat jam berapa ya biar saya bisa nyesuaiin waktunya?",Rendah,llm_generated
ID-0155,"Selamat pagi admin DLHK, saya mahasiswa rantau baru di area atas. Mau memastikan jadwal operasional desa, kalau untuk rutinitas truk sampah besar masuk ke perumahan wilayah jalan Kaliurang KM 5 itu biasanya ada di rentang jam berapa ya tiap harinya? Biar saya gampang nyesuaiin.",Rendah,llm_generated
ID-0156,"Permisi DLH, warga di kampung kami sepertinya butuh informasi jadwal terbaru. Kira kira armada yang keliling ambil limbah warga di area kami itu rutinitasnya tiap hari apa saja ya? Biar penghuni baru tidak bingung menaruh kresek di luar pagar saat petugas lewat.",Rendah,llm_generated
ID-0157,"Halo petugas kebersihan, besok siang tolong pesen ke armada yang narik keliling. Di garasi rumah saya Jalan Gambiran No. 8 Umbulharjo ada tumpukan sisa kardus paket yang volumenya sedikit. Minta tolong besok pas lewat diangkut sekalian ya biar bersih kembali terasnya.",Rendah,llm_generated
ID-0158,"Sekadar nanya info operasional nih buat pemkot Jogja. Kalau warga di area pedestrian Jalan P. Mangkubumi mau ikut langganan penarikan rutin armada desa, itu prosedurnya mendaftar lewat mana ya? Biar kami bisa menyesuaikan jadwal pengangkutan dan besaran iuran bulanannya dengan petugas.",Rendah,llm_generated
ID-0159,"Darurat lapor polisi dan DLH! Ini tumpukan sampah busuk di area perempatan Pingit udah meluber keluar dari batasnya sampai makan aspal tengah jalan raya. Ini sangat membahayakan kelancaran lalu lintas, rawan bikin pemotor tergelincir!",Tinggi,llm_generated
ID-0160,Tolong dinas kebersihan turun tangan! Kami mahasiswa perantau di kawasan Glagahsari udah ngga tahan. Sampah sisa lauk pauk di gang kami dibiarkan berhari-hari sampai ulat belatung merayap masuk ke teras kos. Baunya nyengat banget bikin mual!,Tinggi,llm_generated
ID-0161,Lapor gawat darurat! Tolong cek kondisi depo pembuangan sampah di area Lempuyangan. Air lindi hitam legam yang bau busuknya ekstrem mengalir deras mencemari selokan rumah warga di sebelahnya. Kami khawatir sumur resapan ikutan tercemar limbah beracun.,Tinggi,llm_generated
ID-0162,"Halo admin DLHK, tolong segera sidak ke TPS ilegal di lahan belakang kampus. Oknum ngga bertanggung jawab buang tumpukan sampah basah sampai dikerubungi lalat hijau dan berbelatung. Baunya sangat mengganggu konsentrasi mahasiswa yang lagi kuliah.",Tinggi,llm_generated
ID-0163,"Warga Pandeyan mau lapor darurat min! Tumpukan limbah sayur dan jeroan sisa pedagang pasar udah tumpah ruah nutupin separuh jalan akses masuk utama ke kampung kami. Baunya bikin emosi, mohon armada truk dikerahkan secara gercep hari ini juga!",Tinggi,llm_generated
ID-0164,"Permisi pak polisi dan satpol pp, lapor ada tindak pidana lingkungan. Di lahan kosong deket kontrakan Monjali ada oknum yang sengaja bakar sampah karet dan kabel tiap tengah malam. Asap hitamnya tebal dan beracun banget bikin balita sesak napas.",Tinggi,llm_generated
ID-0165,"Tolong Pemkab Bantul segera evakuasi tumpukan ini! Lahan pembuangan sampah liar di tebing pinggiran Kali Winongo udah terlihat retak dan nyaris longsor ke aliran sungai. Kalau sampai limbahnya jatuh ke air, satu desa bakal kena imbas pencemarannya.",Tinggi,llm_generated
ID-0166,"Lapor DLH kota Jogja, status darurat kebersihan! Kondisi fasilitas TPS di Mantrijeron udah parah banget melebihi kapasitas batas maksimalnya. Gunungan plastiknya menjulang tinggi rawan ambruk nimpa rumah warga atau motor yang kebetulan lewat di bawahnya.",Tinggi,llm_generated
ID-0167,"Halo pemadam kebakaran dan DLH, mohon pertolongannya segera. Lahan TPS sementara di area kos Pogung sengaja dibakar oknum ngga dikenal. Apinya menjulang lumayan besar memakan plastik, sangat membahayakan bangunan kosan berdempetan yang ada di sebelahnya.",Tinggi,llm_generated
ID-0168,Tolong dinas kebersihan segera sidak kawasan selatan! Bau busuk seperti bangkai dari lahan pembuangan liar di jalan Bantul udah ga bisa ditoleransi lagi. Lalat hijaunya berkerumun masuk ke warung makan warga sampai pelanggan pada jijik dan pergi.,Tinggi,llm_generated
ID-0169,"Halo admin DLH, tolong gerak cepat kirim armada ke jalan Kusumanegara sekarang. Ada oknum buang limbah potongan usus sama bulu ayam sembarangan di pinggir aspal. Baunya amis busuk banget sampai bikin pusing mual orang yang lewat situ.",Tinggi,llm_generated
ID-0170,"Lapor darurat pak polisi dan satpol pp! Ini gorong-gorong utama di depan kampus mampet total gara-gara dijejali tumpukan sampah plastik. Air gotnya yang hitam pekat meluap membanjiri aspal jalan raya, baunya nyengat banget bikin warga sekitar ga bisa napas lega.",Tinggi,llm_generated
